0,'Aw, my tattoo is burning like a motherfucker ugh and i miss someone already '
0,'@Smarttart410 aww!  poor Blue. Why does he have the collar on?'
0,'Eating dinner with Tubby. He doesn\'t want any cow\'s tongue '
0,'Panic attacking '
0,'not gonna be as good janice and holly both left '
0,'missing my boyfriend, im leaving tommorrow @ 6am and he\'s comming back tommorrow at 5 pm '
0,'@YuriLove your updates me so hungry '
0,'Stop! no more AntiMiley '
0,'should have done more studyin today. guess that leaves a heck load for tmrw. '
0,'Got vegas clothes but wow, the most important item, a speedo, was not in sight.... '
0,'hates having a throat infection!! '
0,'@Stargazer67 I\'m so sorry about that... I know how much you were looking forward to this weekend. '
0,'Damn..couldn\'t go to Will\'s Party '
0,'want\'d to try to spend time with the mister tonight...but thas out!  for the last time today, happy bDay Mom! nighty-Night Tweets! zzZzZzZ'
0,'drank too much root beer. now im sick '
0,'@FOXLAAMYMURPHY sorry I haven\'t been watch the news  but I\'m gonna make time for you tonite! See you in a little'
0,'i miss him too sis.. '
0,'Passing out from exhaustion '
0,'My night just ended in disaster '
0,'  I was expecting a real good night.'
0,'is disappointed because i wont be home to watch mommy enjoying her birthday gift tomorrow. '
0,'@borntobemaria Maria, why are you always talking about true love? You don\'t even have a true love... '
0,'@Boss545 Oh damn babes. Couldve got my hug and kiss '
0,'I am in need of a Jeff hug! '
0,'@michmarm the cute ones are from boring states like Iowa or Idaho. Not local '
0,'Please pray for my family...it\'s like the enemy just won\'t give up, and I\'m tired of it. '
0,'Happy fathers\' Day!..  Going to temple to see my dad.. '
0,'@MissKryssie I didn\'t know if u were &quot;busy&quot; or not. I missed my friend '
0,'Off to work. I have completed no homework what so ever meaning tonight will be gay '
0,'It\'s a sunny day! I don\'t wanna go out '
0,'Not a good day at work. '
0,'work tomorrow. everyones leaving '
0,'wishing I was at Bimbo\'s with my bestes, @tonystark206, listening to Oasis. '
0,'@jills271 omg i know right! We have everything figured out but a ride lol we always get so close to what we want for it not to work '
0,'Back into Rag Doll Kung Fu, my husband and wife are stuck in Cali..I hope they get the next flight. I miss them! '
0,'im glad everybody liked the new video lols and i totally just woke up  awwwwww'
0,'my head '
0,'Oh noes! She lost the bebby! '
0,'follow me bby! cus its lookin pretty low..  at my friend hotel party..'
0,'@deraven Oh no... very sorry to hear that. '
0,'want to go to school...I miss my dhie '
0,'No Klye on Ustream tonite.    Am I corny for enjoyn www.fmylife.com http://myloc.me/4MWp'
0,'im about to hit 100 followers need 7 more come on baby '
0,'@tehemopenguin   *pats belly*'
0,'I don\'t feel goooood  body, if you let me sleep by atleast 2, ill give you cake tomorrow. If not you\'re runnin 8 miles.'
0,'Another day ends. Though ending somewhat quickly I cant complain of how it turn out. Too bad theres no holidays in July '
0,'I Just Arrive to my home  i\'m sleepy ... today was not a cool day  i\'m kinda sick so it makes all worse!'
0,'getting ready for my flight tonight. Not at all excited.... Yet? '
0,'wishing I was at Bimbo\'s with my bestes, @tonystark206 , listening to Oasis. '
0,'Our police vehicle just broke down.. Had to push it a good distance. Hard day\'s work on a Sunday morning.. '
0,'Siiiistah got picked up &amp; now I\'m home alone '
0,'@usernamemc3 its not in the car.. i asked  and ok c u @ 10. ima show u my tattoo design too ;DD'
0,'Stayed Up2 Watch Friends &amp; Its Not On  Luv, Noelle'
0,'@AlexReed92 I know  It\'s a tough job, but just keep getting through it, YOU KEN DEW I\'.'
0,'Still awake. Should probably go to bed. With nothing for Pastor Ken.  I\'ll be in tears tomorrow. &lt;/3'
0,'@thomasleeiv  Darn. I had to go home.  '
0,'@EvilTh1rt3en '
0,'@BroadcastKC Pepsi cracked down on Mexican stuff '
0,'@vimalg2 But I\'m still writing code  Can\'t tear myself away '
0,'@do0dlebugdebz yea coz she was in US for spinal surgery. so she didn\'t get to see him at Sunway. '
0,'did see my bff at the fair  But I did ride an elephant!'
0,'Kushiel\'s Justice = absolutely AWESOME. Except now I really need to write my essay '
0,'accidents suck, and my car is now gone '
0,'@Boomaconda You can\'t leave us, Bruno! '
0,'@kasiahasbones You don\'t look like a crack whore.  Whatever happened to vodka &amp; flower chains? '
0,'Going to sleep now, I wanna sing in front of millions of people right now...ain\'t gunna happen '
0,'@itsNICKJONAS alright so I feel like a total idiot because I spelled fastpitch wrong... I\'m real sorry '
0,'yuk this rain '
0,'Can\'t sleep. I wanna go out and meet new people. '
0,'Got an intense burn from her hair straightener  http://twitpic.com/7zbpj'
0,'@iFanini lol what can i do if it dint connect with itune on my pc '
0,'@lisssahh signal faded again '
0,'So super sunburnt, its killing me. '
0,'@winecountrydog becasue I might fall in love with a precious kitten and I have no place for it to call home yet. '
0,'@jennysuu_ LOL NO omg no one wanted to go with me '
0,'I have more mosquito bites on my ass than you can imagine. All through my shorts and a mesh lawn chair! How bloody rude of them... '
0,'Hmm cant seem to get aMSN to login when I\'m tethered to the 3Gs '
0,'I feel unloved and ignored. I\'m tired of being alone, but it\'s real hard for me to get out and meet people. '
0,'@B_Real420 Why? '
0,'@kikilet Is this Kelly\'s real twitter? If so, how com you dont have more followers '
0,'http://pic.gd/0b3e68 Finally made it to the game. Pads not doing so well though '
0,'@80zkid OMG, Your freaking Justin.tv &amp; Stickam hates me \'cause it keeps freezing on me &amp; kicking me out  hahaha.'
0,'@AlexAllTimeLow http://www.stickam.com/samanthaterror come back! you said you\'d be back. '
